DrReddy
4086.174561
4031.626221
3982.293945
3986.616211
3979.809814
3959.689453
3981.350098
3979.958984
4007.034668
4082.548096
4016.771729
3980.952637
3973.003906
3948.412354
3919.697021
3886.411621
3895.453369
3896.347656
3867.086182
3799.024658
3861.820068
3871.656738
3880.449951
3899.550049
3983.149902
4036.449951
4152.149902
4118.75
4092.100098
4033.550049
4061.600098
4130
4065.949951
4015.699951
4051.350098
4302.200195
4516.600098
4521.049805
4527.450195
4634.850098
4600.950195
4583.049805
4573.5
4690.899902
4595.899902
4518.149902
4502.25
4519.399902
4519.149902
4520.399902
4489.25
4476
4489.75
4472.549805
4427.700195
4434.75
4437
4374.299805
4264.700195
4351.950195
4352.75
4433.149902
4322.5
4419.850098
4348.799805
4429.450195
4380.149902
4401.600098
4364.100098
4442.350098
4627.899902
4827.25
5333.350098
5142
5167.950195
5107.75
5027.399902
5112.200195
5129.850098
5084.200195
5187.799805
5112.049805
5159.5
5136.5
5104.950195
5194.399902
5153
5220.5
5168.75
5123
5056.25
5080.549805
5058.149902
5071.149902
5046.75
5022
5018.25
4978.100098
5099.399902
4951
4941.950195
4888.649902
4858.649902
4877.350098
4935.600098
4958.5
4902.950195
4879.649902
4698
4882.149902
4826.850098
4856.899902
null
4784.149902
4703.799805
4707.700195
4670.950195
4828.75
4915.5
4806.299805
4901.350098
4828.950195
4830.399902
4850.25
4923.049805
4908.549805
5029.100098
5015.200195
5056.899902
5053.100098
5016.950195
5022.799805
5031.350098
5038.950195
5072.850098
5228.75
5068.549805
5161.799805
5224.100098
5201.799805
5201.799805
5165.600098
5170.950195
5205.100098
5241.350098
5272.25
5286.899902
5288.299805
5270.899902
5338.25
5416.799805
5353.850098
5290
5308.899902
5212.799805
5052.100098
5088.899902
5080.649902
5052.200195
5036.899902
5082.399902
4909.299805
4871.799805
4602.700195
4428.149902
4482.5
4649.549805
4667.950195
4800.899902
4859.799805
4844.100098
4824.049805
4825.049805
4792
4709.850098
4696.600098
4600.549805
4616.950195
4681.450195
4469.25
4495.149902
4435.549805
4480.149902
4426.549805
4453.399902
4404.700195
4502.549805
4575.049805
4492.5
4492.25
4448.299805
4500.399902
4426.5
4342.25
4449.700195
4355.850098
4212.75
4274.450195
4353.950195
4372.25
4350.5
4380.549805
4406
4518.200195
4516
4587.649902
4556.600098
4619.25
4692.649902
4689.049805
4760.299805
4996.950195
4777.299805
4845.549805
4893.25
4968.100098
5156.75
5199.850098
5066.700195
5066.700195
5057.25
5044.450195
5102.299805
5163.100098
5185.950195
5067.25
5160.950195
5168.450195
5174.700195
5327.549805
5295.950195
5301.450195
5196.850098
5250.299805
5215.450195
5237.799805
5236.299805
5216.450195
5272.149902
5311.200195
5285.200195
5268.850098
5194.549805
5309.149902
5316.5
5312.350098
5282.549805
5255
5219.200195
5274.75
5222.799805
