BajajFinserv
5223
5158
5285.950195
5103.600098
5128.299805
5036.950195
5427.549805
5899.799805
6183.549805
6319.649902
6046.049805
6021.149902
5946.299805
5890.200195
5845.149902
6169.350098
6188.799805
6149.399902
6285
6589.600098
6405.399902
6569.200195
6483.799805
6461.450195
6243.450195
6168.450195
6264.899902
6361.600098
6620.149902
6384.350098
6347.399902
6381.350098
6270.299805
6173.200195
6342.799805
6328.600098
6177.600098
6205.899902
6103.149902
6162
6242.049805
6295.700195
6467.149902
6402.799805
6440.350098
6357.200195
6350
6246.700195
6269.100098
6343.049805
6299.049805
6289.450195
6282.399902
6400.450195
6502.600098
6564.399902
6530.75
6545.549805
6190.350098
6359.600098
6365.049805
6355.549805
6277.200195
6263.649902
6234.25
6026.799805
6129.25
6128.399902
6112.149902
6115.549805
6145.950195
6007
5888.450195
5712.25
5682.299805
5646.649902
5425.700195
5803.299805
5985.950195
5876.700195
5852.350098
6053.600098
5881.149902
5995.399902
5905.25
5871.950195
5915.200195
5912.75
5867.649902
6100.049805
5899.049805
5952.299805
5981.100098
5951.850098
5904.149902
5873.399902
5831.549805
5700.950195
5667.25
5642.350098
5623.950195
5573.5
5701.450195
5743.600098
5811.850098
6055.149902
6286.450195
6283.350098
6687.649902
6944.799805
7026.200195
7261.100098
null
7365.350098
7789.950195
7823.399902
8542.599609
8774.349609
8859.700195
8717.75
8806.700195
8758.799805
8746.549805
8802.200195
9114.049805
9052.450195
9051.950195
8969.400391
9010.650391
9028.849609
8995.049805
8933.5
9296.950195
9257.700195
9294.099609
9215.599609
8846.75
8938.849609
9013.25
8992.549805
8995.049805
8976.049805
8961.700195
8906.349609
8870.450195
8898.75
8820.849609
8786.349609
8988
9171.599609
8986.099609
8959
8793.650391
8747.349609
8636.099609
8354.599609
8924.150391
8938.25
9052.799805
9071
9198.900391
9126.099609
8955.299805
8722.75
9721.799805
9476.299805
9536.049805
9700.549805
9722.200195
10021.04981
9941.650391
10227.9502
10216.65039
10278.79981
10537.7002
10460.59961
10185.65039
10198.9502
10250.4502
10000.59961
10008.65039
10199.59961
10264.4502
9648.599609
9774.049805
9877
10395.59961
10129.9502
9958.099609
9839.099609
9969.150391
9991.450195
9934.099609
9689.049805
9613.299805
9525.099609
9430.150391
9440.650391
9405.849609
9405.200195
9202.049805
9057.549805
9467.450195
9502.349609
9668.599609
9789.5
9481.650391
9519.5
9539.599609
9654.799805
9629.049805
9163.150391
9806.700195
9739.700195
9824.75
9469.900391
9819.400391
9853.849609
9916.650391
10001.75
10091.34961
10489.29981
11176.54981
11041.65039
11041.7002
10986.4502
11114.4502
11027.9502
11318.4502
11332
11193.04981
11087.9502
10971.5
11249.34961
11396.79981
11215.15039
11227.90039
11265.15039
11166.79981
11375.84961
11906.40039
11888.79981
11713.2002
11806.29981
11829.90039
11823.59961
11819.84961
12155.65039
11828.54981
11733.09961
11558.84961
